timestamp,route_id,origin_port_id,destination_port_id,vessel_type,freight_rate,currency,unit,source,source_type,data_quality,market_regime
2022-01-02T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,31.14,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,19.2,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,15.25,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,31.7,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,27.72,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,19.36,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-02T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,14.27,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.07,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,30.21,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,19.2,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,14.6,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,29.48,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,29.91,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,20.48,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,16.17,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,31.31,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,30.91,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,19.38,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-03T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,15.25,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,32.72,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,31.36,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,19.9,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.93,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,29.96,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,29.68,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,21.74,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,14.03,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,28.43,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,31.29,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,20.37,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-04T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,15.47,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.07,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,30.19,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,19.97,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,14.8,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,30.05,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.02,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,19.6,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,14.88,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,27.93,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,31.11,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,20.82,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-05T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,15.34,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.75,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,30.79,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,19.79,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,14.98,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,31.04,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.72,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,22.56,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,17.14,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,31.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,29.75,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,19.95,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-06T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,14.51,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.88,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,27.86,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,20.14,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,15.29,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,29.08,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,31.4,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,19.46,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,15.87,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,33.38,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,28.99,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,20.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-07T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,15.19,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.08,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,31.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,21.79,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.46,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,29.96,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,33.12,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,18.92,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,14.65,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,30.86,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,30.78,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,21.17,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-08T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,17.27,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.65,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,30.89,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,20.18,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.36,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,30.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,21.32,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,16.81,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,28.56,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,31.13,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,20.5,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-09T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,16.72,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.61,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,32.16,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,20.18,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,13.63,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,31.91,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.01,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,19.28,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,15.87,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,30.62,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,31.68,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,21.75,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-10T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,15.95,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.06,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,31.23,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,21.11,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.51,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,30.07,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.54,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,21.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,17.19,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,31.91,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,31.02,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,20.45,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-11T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,16.34,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,29.93,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,30.21,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,22.54,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.43,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,30.68,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,31.85,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,22.31,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,15.58,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,30.6,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,30.47,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,21.99,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-12T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,17.0,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,32.5,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,32.12,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,19.48,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.39,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,30.05,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,30.6,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,21.28,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,US_01_IN_PARA,US_01,IN_PARA,CAPESIZE,16.95,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,HANDYSIZE,30.22,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,SUPRAMAX,28.78,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,PANAMAX,21.29,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-13T00:00:00,IDN_01_IN_PARA,IDN_01,IN_PARA,CAPESIZE,18.75,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,HANDYSIZE,30.99,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,SUPRAMAX,31.24,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,PANAMAX,22.98,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,AUS_01_IN_PARA,AUS_01,IN_PARA,CAPESIZE,16.78,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,US_01_IN_PARA,US_01,IN_PARA,HANDYSIZE,31.41,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,US_01_IN_PARA,US_01,IN_PARA,SUPRAMAX,31.64,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
2022-01-14T00:00:00,US_01_IN_PARA,US_01,IN_PARA,PANAMAX,21.44,USD,MT,synthetic_generator_v1,SYNTHETIC,VALID,STABLE
