date,origin,destination,vessel_type,freight_rate,currency,unit,route_distance,bunker_price,tonnage
2021-01-17,Mozambique,Paradip,Capesize,32.56,USD,MT,3848.466706682068,779.13,78174.37
2021-01-17,Mozambique,Paradip,Capesize,32.84,USD,MT,5916.488215222304,717.88,94122.87
2021-01-17,Russia,Paradip,Panamax,44.24,USD,MT,7350.433975060917,700.55,115546.99
2021-01-18,Mozambique,Paradip,Panamax,42.58,USD,MT,3099.90487314857,759.13,80849.39
2021-01-18,Mozambique,Paradip,Supramax,51.52,USD,MT,7455.942941782752,718.34,61664.53
2021-01-18,Russia,Paradip,Panamax,37.51,USD,MT,6133.1442219772525,479.6,86678.97
2021-01-18,Russia,Paradip,Supramax,50.45,USD,MT,3556.507994747184,468.64,72183.91
2021-01-18,US,Paradip,Panamax,42.09,USD,MT,4477.3255519368,766.1,107642.16
2021-01-19,Australia,Paradip,Capesize,33.97,USD,MT,8989.599163501614,798.98,136681.61
2021-01-19,Indonesia,Paradip,Capesize,31.24,USD,MT,6105.102139071663,774.6,125788.91
2021-01-19,Indonesia,Paradip,Capesize,29.11,USD,MT,9374.060371205836,675.76,54259.15
2021-01-19,Mozambique,Paradip,Panamax,48.15,USD,MT,8353.205584728072,402.52,56273.17
2021-01-19,US,Paradip,Supramax,51.84,USD,MT,8481.582187470314,681.86,98329.46
2021-01-20,Australia,Paradip,Capesize,30.37,USD,MT,4851.501051644731,445.37,86319.5
2021-01-20,Indonesia,Paradip,Supramax,56.99,USD,MT,8765.087003368946,579.74,139124.34
2021-01-20,Indonesia,Paradip,Supramax,51.62,USD,MT,7542.527267325007,413.08,94166.71
2021-01-20,Mozambique,Paradip,Capesize,31.78,USD,MT,3635.641926173911,450.43,64690.5
2021-01-20,Mozambique,Paradip,Supramax,53.72,USD,MT,6368.21669485944,549.53,106351.75
2021-01-21,Australia,Paradip,Panamax,42.03,USD,MT,3612.488419853673,670.08,104685.38
2021-01-21,Australia,Paradip,Supramax,55.73,USD,MT,6515.176301813244,672.16,101905.79
2021-01-21,Mozambique,Paradip,Capesize,36.47,USD,MT,9294.9365643486,623.93,121357.5
2021-01-21,Mozambique,Paradip,Panamax,46.1,USD,MT,8475.84412678656,724.2,78091.74
2021-01-21,Mozambique,Paradip,Panamax,49.52,USD,MT,8074.873263656078,695.39,115648.0
2021-01-22,Indonesia,Paradip,Capesize,34.99,USD,MT,5355.750069654841,637.47,57666.93
2021-01-22,Indonesia,Paradip,Supramax,56.33,USD,MT,8205.548447474408,454.01,129319.54
2021-01-22,Mozambique,Paradip,Supramax,50.14,USD,MT,5486.294541190786,607.38,107833.14
2021-01-22,Russia,Paradip,Panamax,41.19,USD,MT,6977.056069985101,728.46,94804.93
2021-01-22,US,Paradip,Panamax,40.96,USD,MT,8532.170470192927,471.32,93045.5
2021-01-23,Australia,Paradip,Capesize,28.48,USD,MT,7842.873236904666,713.43,119353.75
2021-01-23,Indonesia,Paradip,Capesize,30.1,USD,MT,8720.67241576664,446.27,132309.57
2021-01-23,Indonesia,Paradip,Panamax,43.82,USD,MT,6565.806584536478,581.09,81180.16
2021-01-23,Indonesia,Paradip,Panamax,45.34,USD,MT,9705.714445768115,585.04,87953.33
2021-01-23,Russia,Paradip,Capesize,38.87,USD,MT,3431.4963947253304,676.93,124129.55
2021-01-24,Australia,Paradip,Supramax,50.25,USD,MT,5978.751200017276,434.0,128232.38
2021-01-24,Mozambique,Paradip,Panamax,43.52,USD,MT,7452.684176267063,562.28,106717.01
2021-01-24,Mozambique,Paradip,Panamax,42.24,USD,MT,3435.660844307972,749.9,73964.52
2021-01-24,US,Paradip,Panamax,43.89,USD,MT,9341.034770287017,448.85,124547.82
2021-01-24,US,Paradip,Supramax,56.5,USD,MT,6127.229286188853,424.74,91788.34
2021-01-25,Australia,Paradip,Capesize,33.42,USD,MT,7804.323811928885,636.19,109092.68
2021-01-25,Australia,Paradip,Panamax,44.24,USD,MT,6694.200147232871,496.64,148614.39
2021-01-25,Russia,Paradip,Capesize,35.53,USD,MT,5058.932182228213,688.09,68434.12
2021-01-25,Russia,Paradip,Panamax,44.49,USD,MT,6741.225174798334,614.37,129491.11
2021-01-25,US,Paradip,Supramax,52.09,USD,MT,4527.2696261039,745.02,79755.42
2021-01-26,Australia,Paradip,Supramax,56.4,USD,MT,4310.773956413235,423.83,86727.9
2021-01-26,Indonesia,Paradip,Supramax,59.56,USD,MT,6377.688306112666,475.49,86298.89
2021-01-26,Mozambique,Paradip,Supramax,54.99,USD,MT,4844.799679273227,459.77,53501.25
2021-01-26,Russia,Paradip,Capesize,34.17,USD,MT,8591.138559336736,542.43,97655.95
2021-01-26,US,Paradip,Supramax,51.07,USD,MT,9549.499002388637,598.17,80911.69
2021-01-27,Australia,Paradip,Panamax,42.1,USD,MT,7165.696099718766,508.14,81672.33
2021-01-27,Australia,Paradip,Supramax,57.79,USD,MT,8290.50040661342,551.63,122494.25
2021-01-27,Mozambique,Paradip,Supramax,57.94,USD,MT,6748.613478473025,577.79,82107.52
2021-01-27,Russia,Paradip,Panamax,41.47,USD,MT,9364.265774976078,668.32,142375.86
2021-01-27,Russia,Paradip,Panamax,46.38,USD,MT,7431.991045546268,684.33,138532.74
2021-01-28,Mozambique,Paradip,Panamax,43.52,USD,MT,4508.471581044356,460.49,50643.77
2021-01-28,US,Paradip,Capesize,31.41,USD,MT,6945.488924468205,470.13,64803.42
2021-01-28,US,Paradip,Supramax,61.2,USD,MT,4080.548284322349,631.82,119703.9
2021-01-28,US,Paradip,Supramax,59.35,USD,MT,9726.47967974141,606.75,108468.55
2021-01-28,US,Paradip,Supramax,57.44,USD,MT,9911.443980643937,537.77,120509.8
2021-01-29,Australia,Paradip,Panamax,42.6,USD,MT,3797.0503877890937,459.44,61899.77
2021-01-29,Mozambique,Paradip,Capesize,31.26,USD,MT,5335.252842099007,583.51,99746.24
2021-01-29,Mozambique,Paradip,Supramax,57.99,USD,MT,6471.780661459643,740.52,126029.23
2021-01-29,Russia,Paradip,Panamax,43.3,USD,MT,8085.044501344647,579.43,136424.21
2021-01-29,US,Paradip,Capesize,31.05,USD,MT,4333.772792852666,701.64,63052.66
2021-01-30,Australia,Paradip,Supramax,53.05,USD,MT,9654.31741904761,608.04,148176.73
2021-01-30,Indonesia,Paradip,Capesize,29.3,USD,MT,8969.934690534572,703.9,117429.82
2021-01-30,Indonesia,Paradip,Capesize,40.73,USD,MT,4532.036142636989,714.15,51079.89
2021-01-30,Russia,Paradip,Capesize,39.46,USD,MT,3444.3127497827027,473.08,114816.32
2021-01-30,Russia,Paradip,Panamax,45.88,USD,MT,5490.387845503078,747.39,75605.64
2021-01-31,Australia,Paradip,Panamax,43.15,USD,MT,7880.391791471928,470.96,146726.03
2021-01-31,Indonesia,Paradip,Capesize,33.94,USD,MT,4000.468304502061,554.67,51327.03
2021-01-31,Mozambique,Paradip,Capesize,33.91,USD,MT,5041.586126150593,791.33,129637.13
2021-01-31,Russia,Paradip,Capesize,31.44,USD,MT,4933.326906827348,792.27,51241.23
2021-01-31,Russia,Paradip,Supramax,57.03,USD,MT,7034.183492139253,534.74,51277.87
2021-02-01,Australia,Paradip,Capesize,32.81,USD,MT,9307.729203516446,510.34,99240.04
2021-02-01,Australia,Paradip,Supramax,57.76,USD,MT,4885.755573378231,638.99,91310.61
2021-02-01,Mozambique,Paradip,Supramax,52.84,USD,MT,5362.05961823347,515.73,59767.31
2021-02-01,Russia,Paradip,Capesize,34.53,USD,MT,3559.42783835426,427.4,117057.12
2021-02-01,Russia,Paradip,Supramax,51.52,USD,MT,5212.979984064616,492.1,95014.95
2021-02-02,Indonesia,Paradip,Capesize,34.1,USD,MT,8010.905494619257,682.91,125650.52
2021-02-02,Mozambique,Paradip,Panamax,47.97,USD,MT,9291.796168522837,693.43,97830.91
2021-02-02,Russia,Paradip,Supramax,53.21,USD,MT,7331.979917707744,641.12,62441.88
2021-02-02,Russia,Paradip,Supramax,60.02,USD,MT,4013.216116202978,403.72,79971.55
2021-02-02,Russia,Paradip,Supramax,54.91,USD,MT,4359.905532055192,793.88,70176.51
2021-02-03,Australia,Paradip,Panamax,42.53,USD,MT,7296.261863157987,514.51,57907.52
2021-02-03,Australia,Paradip,Supramax,56.4,USD,MT,8152.595568971329,577.22,113795.33
2021-02-03,Mozambique,Paradip,Capesize,33.26,USD,MT,8602.029614390112,476.51,60678.15
2021-02-03,Mozambique,Paradip,Supramax,54.38,USD,MT,4563.601006657816,429.19,114575.14
2021-02-03,US,Paradip,Supramax,48.82,USD,MT,3358.811511556557,740.44,103373.97
2021-02-04,Australia,Paradip,Capesize,42.27,USD,MT,5073.342149615546,622.3,133428.71
2021-02-04,Indonesia,Paradip,Panamax,44.34,USD,MT,5580.007782362705,459.53,94699.02
2021-02-04,Indonesia,Paradip,Supramax,55.61,USD,MT,8994.611299970316,669.42,63133.95
2021-02-04,Indonesia,Paradip,Supramax,48.63,USD,MT,7739.418899142635,402.07,105797.0
2021-02-04,US,Paradip,Panamax,42.16,USD,MT,9363.05841436733,679.05,51468.82
2021-02-05,Australia,Paradip,Panamax,41.21,USD,MT,6304.217853592501,597.37,139633.39
2021-02-05,Australia,Paradip,Panamax,45.57,USD,MT,8062.41395798041,419.04,119658.2
2021-02-05,Mozambique,Paradip,Capesize,32.26,USD,MT,7918.847737859878,436.15,118316.12
2021-02-05,Russia,Paradip,Panamax,51.37,USD,MT,8086.477624078904,721.8,69963.93
2021-02-05,US,Paradip,Supramax,57.65,USD,MT,6427.410871515834,448.47,111921.57
2021-02-06,Indonesia,Paradip,Panamax,48.83,USD,MT,4866.998326708444,592.72,113148.01
2021-02-06,Mozambique,Paradip,Capesize,35.82,USD,MT,6303.181110787757,788.01,120752.13
2021-02-06,Russia,Paradip,Supramax,55.11,USD,MT,4662.472732227254,685.76,145023.41
2021-02-06,Russia,Paradip,Supramax,57.48,USD,MT,5163.262651499781,426.32,147992.26
2021-02-06,US,Paradip,Supramax,59.51,USD,MT,7743.69600835156,505.98,124692.88
2021-02-07,Russia,Paradip,Capesize,32.7,USD,MT,4024.005650852832,642.58,76139.4
2021-02-07,Russia,Paradip,Supramax,56.27,USD,MT,9911.636419711922,527.93,56420.37
2021-02-07,US,Paradip,Capesize,29.6,USD,MT,8551.554226051565,698.21,56037.48
2021-02-07,US,Paradip,Supramax,55.65,USD,MT,6264.77761618301,551.6,89822.6
2021-02-07,US,Paradip,Supramax,54.96,USD,MT,4695.527851606916,625.48,141638.02
2021-02-08,Indonesia,Paradip,Capesize,38.57,USD,MT,5742.998766220278,675.5,92366.9
2021-02-08,Indonesia,Paradip,Capesize,29.03,USD,MT,7905.755055868444,562.98,138307.96
2021-02-08,Mozambique,Paradip,Capesize,40.73,USD,MT,6292.680422497091,770.58,144322.19
2021-02-08,Mozambique,Paradip,Panamax,45.35,USD,MT,9255.410730487429,467.61,81622.58
2021-02-08,US,Paradip,Supramax,54.86,USD,MT,6030.928106489787,799.52,133385.97
2021-02-09,Australia,Paradip,Panamax,44.31,USD,MT,8481.235384698182,424.32,110649.38
2021-02-09,Australia,Paradip,Panamax,47.26,USD,MT,6924.865122750618,639.93,125109.45
2021-02-09,Indonesia,Paradip,Panamax,46.98,USD,MT,9730.276293989504,461.4,62074.79
2021-02-09,Indonesia,Paradip,Supramax,51.14,USD,MT,9288.293553967776,458.15,60126.34
2021-02-09,US,Paradip,Panamax,46.44,USD,MT,6584.764720100837,470.23,138918.09
2021-02-10,Australia,Paradip,Capesize,35.92,USD,MT,5692.971154349934,612.68,91392.32
2021-02-10,Australia,Paradip,Panamax,40.86,USD,MT,6633.008184141769,743.28,118528.27
2021-02-10,Mozambique,Paradip,Capesize,38.89,USD,MT,7833.137146062126,455.46,131926.5
2021-02-10,Russia,Paradip,Supramax,57.9,USD,MT,3145.279024847793,542.11,109784.19
2021-02-10,US,Paradip,Panamax,48.15,USD,MT,9879.149044323203,494.21,60446.19
2021-02-11,Australia,Paradip,Panamax,46.17,USD,MT,7779.905415935686,728.78,112510.91
2021-02-11,Indonesia,Paradip,Panamax,50.65,USD,MT,7967.469021771844,601.14,98275.7
2021-02-11,Russia,Paradip,Panamax,46.67,USD,MT,7132.003776830781,736.15,143314.98
2021-02-11,Russia,Paradip,Panamax,43.32,USD,MT,5675.725987221127,704.51,54533.39
2021-02-11,US,Paradip,Capesize,37.82,USD,MT,8961.058972564131,444.04,87914.96
2021-02-12,Mozambique,Paradip,Panamax,43.11,USD,MT,7240.105720372188,705.17,79363.59
2021-02-12,Mozambique,Paradip,Supramax,56.04,USD,MT,4083.72792842264,639.53,73884.94
2021-02-12,Mozambique,Paradip,Supramax,59.6,USD,MT,5354.633653674278,521.54,57763.76
2021-02-12,Russia,Paradip,Capesize,40.1,USD,MT,4995.808320409434,681.91,110619.9
2021-02-12,Russia,Paradip,Panamax,46.03,USD,MT,8522.435637859953,525.27,98257.47
2021-02-13,Australia,Paradip,Capesize,33.51,USD,MT,3493.034907991185,421.47,142466.14
2021-02-13,Australia,Paradip,Panamax,50.5,USD,MT,4517.057291862327,651.25,76302.59
2021-02-13,Australia,Paradip,Supramax,53.09,USD,MT,6155.094611544918,755.69,89936.45
2021-02-13,US,Paradip,Capesize,37.48,USD,MT,9488.19031664845,547.41,98884.26
2021-02-13,US,Paradip,Panamax,47.21,USD,MT,3628.0360716066734,614.0,87908.55
2021-02-14,Indonesia,Paradip,Capesize,35.25,USD,MT,7432.297180012983,777.6,76364.1
2021-02-14,Russia,Paradip,Capesize,40.05,USD,MT,5522.91260759083,715.21,101419.75
2021-02-14,Russia,Paradip,Capesize,40.43,USD,MT,6103.866963814311,677.54,54557.51
2021-02-14,Russia,Paradip,Panamax,45.81,USD,MT,7413.661537265769,733.38,106027.18
2021-02-14,US,Paradip,Panamax,50.02,USD,MT,8470.469158446196,516.6,64051.22
2021-02-15,Australia,Paradip,Panamax,49.08,USD,MT,8402.39988968616,779.51,113619.61
2021-02-15,Australia,Paradip,Supramax,58.26,USD,MT,3549.303948312866,699.49,111728.21
2021-02-15,Indonesia,Paradip,Capesize,35.89,USD,MT,7683.322751875887,616.71,80009.78
2021-02-15,Mozambique,Paradip,Panamax,44.34,USD,MT,4551.938282664041,642.18,140288.25
2021-02-15,US,Paradip,Panamax,46.52,USD,MT,5990.064349627231,422.06,84797.84
2021-02-16,Australia,Paradip,Capesize,40.78,USD,MT,9252.093210259758,767.26,111701.96
2021-02-16,Australia,Paradip,Panamax,45.51,USD,MT,9117.34364476063,620.61,110043.72
2021-02-16,Indonesia,Paradip,Panamax,46.83,USD,MT,6326.165748142132,688.96,53149.95
2021-02-16,US,Paradip,Panamax,50.23,USD,MT,5574.183188824117,475.71,136762.49
2021-02-16,US,Paradip,Panamax,49.34,USD,MT,9707.147280274212,561.39,80430.45
2021-02-17,Australia,Paradip,Panamax,49.66,USD,MT,6152.6016772794055,660.78,95007.81
2021-02-17,Indonesia,Paradip,Capesize,33.93,USD,MT,7939.170392107433,416.21,78666.51
2021-02-17,Mozambique,Paradip,Panamax,47.0,USD,MT,9946.902180415953,430.03,128484.21
2021-02-17,Russia,Paradip,Panamax,44.03,USD,MT,7247.559667673028,680.35,60540.25
2021-02-17,Russia,Paradip,Supramax,58.63,USD,MT,8756.0116873216,633.3,104363.21
2021-02-18,Indonesia,Paradip,Capesize,39.2,USD,MT,5142.444160528605,574.22,144894.91
2021-02-18,Indonesia,Paradip,Supramax,57.32,USD,MT,8335.08980272001,579.6,115329.96
2021-02-18,Mozambique,Paradip,Panamax,51.29,USD,MT,4094.285741310617,743.05,68634.4
2021-02-18,Mozambique,Paradip,Supramax,55.78,USD,MT,9114.76168554261,697.07,84646.71
2021-02-18,Russia,Paradip,Panamax,50.48,USD,MT,9663.545375028416,419.02,83661.61
2021-02-19,Indonesia,Paradip,Capesize,34.72,USD,MT,8875.081434362244,587.35,140386.26
2021-02-19,Indonesia,Paradip,Capesize,41.99,USD,MT,8150.665713410582,651.11,112944.15
2021-02-19,Indonesia,Paradip,Supramax,58.9,USD,MT,6249.79549653064,587.51,127935.76
2021-02-19,Mozambique,Paradip,Supramax,53.77,USD,MT,8789.415860886194,717.28,71208.83
2021-02-19,Russia,Paradip,Panamax,46.5,USD,MT,4962.194659627146,487.62,95420.42
2021-02-20,Australia,Paradip,Capesize,39.85,USD,MT,5624.476604462604,486.68,109467.81
2021-02-20,Indonesia,Paradip,Supramax,57.7,USD,MT,7484.662663752127,748.37,52521.12
2021-02-20,US,Paradip,Capesize,37.18,USD,MT,7207.024712478365,574.16,91966.95
2021-02-20,US,Paradip,Capesize,37.08,USD,MT,8336.996938654589,633.61,141304.88
2021-02-20,US,Paradip,Capesize,35.39,USD,MT,6239.8119582805375,514.98,94452.98
2021-02-21,Australia,Paradip,Capesize,38.5,USD,MT,8124.023727437865,751.2,115883.93
2021-02-21,Indonesia,Paradip,Capesize,36.02,USD,MT,6517.662048286817,539.31,70868.13
2021-02-21,Mozambique,Paradip,Capesize,40.29,USD,MT,8362.555418580921,431.15,144966.55
2021-02-21,Mozambique,Paradip,Supramax,61.34,USD,MT,5960.613240311322,699.9,68446.76
2021-02-21,US,Paradip,Capesize,31.13,USD,MT,7127.190278319224,600.05,51822.51
2021-02-22,Indonesia,Paradip,Supramax,59.76,USD,MT,4888.920408231789,698.26,63181.11
2021-02-22,Mozambique,Paradip,Panamax,42.4,USD,MT,9149.660469639784,781.96,56533.08
2021-02-22,Russia,Paradip,Panamax,48.24,USD,MT,4842.615580366188,710.67,118879.48
2021-02-22,Russia,Paradip,Supramax,52.49,USD,MT,4411.6584009548105,484.21,80961.25
2021-02-22,US,Paradip,Supramax,59.66,USD,MT,5811.676014507181,745.76,54058.05
2021-02-23,Australia,Paradip,Capesize,31.02,USD,MT,6342.168551921512,660.82,83672.08
2021-02-23,Indonesia,Paradip,Panamax,46.0,USD,MT,9055.938618973338,586.06,53124.1
2021-02-23,Mozambique,Paradip,Supramax,54.28,USD,MT,3517.7482935956937,723.74,83741.41
2021-02-23,US,Paradip,Capesize,37.61,USD,MT,8440.394946836132,589.71,96683.67
2021-02-23,US,Paradip,Panamax,41.03,USD,MT,7795.770576813024,668.4,119797.14
2021-02-24,Indonesia,Paradip,Panamax,51.56,USD,MT,4430.486921441947,702.67,52797.17
2021-02-24,Indonesia,Paradip,Supramax,57.04,USD,MT,5979.095953872511,470.2,99176.8
2021-02-24,Mozambique,Paradip,Supramax,54.2,USD,MT,7155.759697816234,417.93,102176.03
2021-02-24,Russia,Paradip,Supramax,61.46,USD,MT,4667.542826601841,768.0,53554.88
2021-02-24,US,Paradip,Capesize,34.04,USD,MT,3218.9252895986906,652.17,146157.91
2021-02-25,Australia,Paradip,Capesize,37.96,USD,MT,9872.462034469116,728.53,132929.45
2021-02-25,Indonesia,Paradip,Panamax,49.24,USD,MT,6980.941494033717,510.0,104139.81
2021-02-25,Russia,Paradip,Panamax,46.31,USD,MT,6638.168941522597,556.68,145121.72
2021-02-25,US,Paradip,Supramax,56.09,USD,MT,9845.09662281689,672.69,118702.46
2021-02-25,US,Paradip,Supramax,57.69,USD,MT,9952.001955475149,771.16,142159.49
2021-02-26,Indonesia,Paradip,Supramax,61.92,USD,MT,5912.016456995208,674.78,55485.85
2021-02-26,Mozambique,Paradip,Capesize,39.79,USD,MT,3412.842900585761,677.05,71830.93
2021-02-26,Mozambique,Paradip,Capesize,37.54,USD,MT,4546.443039952295,683.91,104370.57
2021-02-26,Mozambique,Paradip,Panamax,46.42,USD,MT,8437.602746716326,447.54,58559.6
2021-02-26,Russia,Paradip,Capesize,35.88,USD,MT,8482.131014918115,728.7,102156.99
2021-02-27,Indonesia,Paradip,Supramax,59.96,USD,MT,5948.950295045121,419.63,91318.08
