date,origin,destination,vessel_type,freight_rate,currency,unit,route_distance,bunker_price,tonnage,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,return_1d,return_7d,return_14d,rate_change_pct,realized_volatility,ewma_volatility
2021-01-04,Indonesia,Paradip,Capesize,27.85,USD,MT,3794.71507626321,539.06,118469.88,29.95,,,,,40.223333333333336,11.089654337865234,41.456,9.235909809000951,41.456,9.235909809000951,-0.07011686143572615,,,-0.07011686143572615,,
2021-01-04,Indonesia,Paradip,Supramax,55.1,USD,MT,7594.013947996236,585.82,58033.32,47.16,,,,,43.03,11.58114415763831,42.406666666666666,8.582786649257141,42.406666666666666,8.582786649257141,0.16836301950805788,,,0.16836301950805788,,
2021-01-04,US,Paradip,Capesize,37.83,USD,MT,5370.024627274544,556.5,148486.67,,,,,,38.555,12.169307704220468,42.406666666666666,8.582786649257141,42.406666666666666,8.582786649257141,,,,,,
2021-01-04,US,Paradip,Panamax,43.78,USD,MT,8930.621657939599,763.83,50826.87,40.49,,,,,39.199999999999996,8.677217295884658,42.13285714285714,7.868396097227002,42.13285714285714,7.868396097227002,0.08125463077303041,,,0.08125463077303041,,
2021-01-05,Australia,Paradip,Panamax,39.71,USD,MT,3714.1822516079474,566.18,119277.68,37.42,,,,,38.755,7.140599881429189,41.54375,7.472851697979826,41.54375,7.472851697979826,0.0611972207375735,,,0.0611972207375735,0.013122678356395183,0.013122678356395185
2021-01-05,Australia,Paradip,Supramax,51.85,USD,MT,9767.543850400849,478.81,83187.23,51.4,,,,,41.284000000000006,8.379757156385853,41.74625,7.744918956506718,42.638888888888886,7.723796741959947,0.008754863813229541,,,0.008754863813229541,0.013122678356395183,0.013122678356395185
2021-01-05,Mozambique,Paradip,Supramax,52.54,USD,MT,3321.137204133097,742.81,82526.06,48.61,,,,,42.505,8.069777568186122,42.50888888888889,7.597391730792291,43.236000000000004,7.522891288150675,0.08084756222999379,,,0.08084756222999379,0.015488762901435445,0.016103086158864993
2021-01-05,Mozambique,Paradip,Supramax,54.19,USD,MT,6281.674370416166,442.91,149026.93,52.54,51.98,,,,46.27,6.060171614731713,44.25444444444444,7.927118188710054,44.08181818181818,7.668376383800965,0.03140464408070032,,,0.03140464408070032,0.06688648112821892,0.07067387966345211
2021-01-05,US,Paradip,Supramax,53.68,USD,MT,8730.496696503837,757.07,74385.44,51.35,,,,,46.968333333333334,6.414307185243521,45.65555555555555,7.94499388154439,44.6875,7.60660134954561,0.045374878286270626,,,0.045374878286270626,0.06688648112821892,0.07067387966345211
2021-01-06,Australia,Paradip,Supramax,49.66,USD,MT,7715.658889611958,721.16,118154.71,51.85,,,,,47.66571428571428,6.139258525106695,45.641111111111115,7.9321662306781695,45.23846153846154,7.5488374890374645,-0.04223722275795572,,,-0.04223722275795572,0.0591187957257212,0.060168346593378656
2021-01-06,Australia,Paradip,Supramax,51.4,USD,MT,5935.839002844948,491.17,109948.27,49.66,51.4,,,,48.97571428571428,5.2696706321580065,46.043,7.585735224016779,45.55428571428571,7.34832761118601,0.03503826016915035,,,0.03503826016915035,0.05426353650140173,0.054663810835746444
2021-01-06,Indonesia,Paradip,Supramax,45.64,USD,MT,6644.791826659745,684.01,64097.18,55.1,49.78,,,,51.50142857142857,2.079033658308824,46.86636363636364,7.69715827137168,46.190666666666665,7.497708665858874,-0.1716878402903811,,,-0.1716878402903811,0.08591543630475267,0.09098061120116013
2021-01-06,Mozambique,Paradip,Panamax,41.21,USD,MT,7771.64416326541,648.09,65344.97,43.69,,,,,50.39999999999999,3.615946164790992,46.60166666666667,7.396012234285243,46.034375,7.270402986309174,-0.0567635614557106,,,-0.0567635614557106,0.10122808291726844,0.10579748037734271
2021-01-06,Russia,Paradip,Panamax,47.08,USD,MT,5753.8098386446345,445.81,142510.24,,,,,,50.69833333333332,3.8655473954754056,46.60166666666667,7.396012234285243,46.034375,7.270402986309174,,,,,0.10122808291726844,0.1057974803773427
2021-01-07,Australia,Paradip,Capesize,30.82,USD,MT,9545.399314601022,487.46,56065.97,30.75,,,,,47.06666666666666,8.83314817416003,46.66833333333333,7.234104623031775,45.13529411764706,7.955939697520855,0.0022764227642275703,,,0.0022764227642275703,0.10122808291726844,0.1057974803773427
2021-01-07,Indonesia,Paradip,Supramax,51.81,USD,MT,4417.602786138351,549.93,97493.02,45.64,47.16,,,,46.115,8.583436957303292,46.541666666666664,7.238019359080511,45.163333333333334,7.719311916912559,0.13518843120070123,,,0.13518843120070123,0.11638194067216837,0.12930627762767555
2021-01-07,Russia,Paradip,Panamax,35.86,USD,MT,8934.209965703625,435.88,131470.9,47.08,,,,,45.31999999999999,8.156295727841162,46.58307692307692,6.931484190050719,45.264210526315786,7.5146984236003,-0.23831775700934577,,,-0.23831775700934577,0.11638194067216837,0.12930627762767555
2021-01-07,US,Paradip,Panamax,41.17,USD,MT,7895.923767686772,678.79,118334.23,43.78,,,,,44.339999999999996,7.879078626336963,46.83615384615385,6.748115216440734,45.19,7.321795868285466,-0.059616263133851044,,,-0.059616263133851044,0.11209573005903752,0.12106688068135052
2021-01-07,US,Paradip,Supramax,46.66,USD,MT,4627.9934235250175,650.69,58814.35,53.68,,,,,44.10333333333333,7.503616905644012,48.08692307692308,6.352699406046986,45.59428571428572,7.372967225906115,-0.13077496274217593,,,-0.13077496274217593,0.10671148670248776,0.11169386583690301
2021-01-08,Indonesia,Paradip,Capesize,29.43,USD,MT,8170.713266296394,735.02,80698.48,27.85,,,,,41.46333333333333,10.0369689979927,46.27538461538462,8.36747832920669,44.787727272727274,8.12919719097138,0.0567324955116697,,,0.0567324955116697,0.10492419082072793,0.10894568641099166
2021-01-08,Indonesia,Paradip,Supramax,59.08,USD,MT,5419.937062291889,564.84,105903.23,51.81,55.1,,,,42.941428571428574,9.962127330664917,46.52153846153847,8.488080707825775,45.093043478260874,8.07614074958545,0.14032040146689817,,,0.14032040146689817,0.10617352464270813,0.11014063096333071
2021-01-08,Mozambique,Paradip,Capesize,27.68,USD,MT,6565.250178619821,444.24,138093.26,,,,,,44.973333333333336,9.187612675046038,46.02,8.661984865963564,44.88,8.199776419716171,,,,,0.10617352464270813,0.11014063096333071
2021-01-08,Mozambique,Paradip,Panamax,40.85,USD,MT,3298.9595977283216,563.23,146840.38,41.21,36.83,,,,44.23500000000001,9.30062954858433,45.175000000000004,8.589045348582113,44.72043478260869,8.047716490499802,-0.008735743751516645,,,-0.008735743751516645,0.10409349129547858,0.10677812052774133
2021-01-08,US,Paradip,Capesize,26.73,USD,MT,9896.768066801593,704.54,91545.78,37.83,,,,,42.693333333333335,9.499243478649582,44.00666666666666,8.551991084838173,44.76391304347826,8.00574210922183,-0.2934179222839016,,,-0.2934179222839016,0.10409349129547858,0.10677812052774134
2021-01-09,Australia,Paradip,Panamax,39.23,USD,MT,4423.0991351894645,701.4,80783.53,39.71,38.74,,,,42.015,9.551300958508214,43.1775,8.4356010994529,44.80608695652174,7.9750621195246305,-0.012087635356333504,,,-0.012087635356333504,0.1010056869955166,0.1007886222378735
2021-01-09,Australia,Paradip,Supramax,48.91,USD,MT,4798.306108764675,470.17,114512.5,51.4,51.85,,,,41.635,9.02525733705139,42.869166666666665,8.017456475300218,44.780869565217394,7.952231198076927,-0.048443579766537015,,,-0.048443579766537015,0.0976701620406862,0.09452604595849226
2021-01-09,Mozambique,Paradip,Panamax,42.96,USD,MT,3179.5703594210404,527.86,134485.5,40.85,43.69,,,,43.80166666666667,6.1595402966996335,42.6325,8.032925568049182,44.61708333333333,7.818716384790864,0.05165238678090578,,,0.05165238678090578,0.09481410460645281,0.08953135651250621
2021-01-09,Russia,Paradip,Panamax,43.55,USD,MT,9321.834743207257,526.1,90941.24,35.86,,,,,41.14333333333334,5.408066814182919,42.111538461538466,7.9169931646573275,44.2668,7.851917345464101,0.21444506413831554,,,0.21444506413831554,0.11001275343892529,0.11842250424144299
2021-01-09,US,Paradip,Supramax,50.1,USD,MT,6753.904839407896,524.12,91791.24,46.66,51.35,,,,41.93142857142857,5.359133725306191,43.33538461538462,7.212708247004748,44.35884615384615,7.7075798156999085,0.07372481783111895,,,0.07372481783111895,0.1112621742459023,0.11851511897329524
2021-01-10,Mozambique,Paradip,Panamax,41.79,USD,MT,4262.143218488781,784.18,133633.22,42.96,41.21,,,,42.18142857142857,5.360688477460791,43.129230769230766,7.179572249953876,44.307037037037034,7.562696819976535,-0.0272346368715084,,,-0.0272346368715084,0.10899644151428436,0.11449271016470326
2021-01-10,Mozambique,Paradip,Supramax,49.81,USD,MT,4309.349362860139,742.53,78207.55,54.19,48.61,,,,44.51857142857143,6.5759294110450695,43.676153846153845,7.753485816566144,45.20481481481482,7.223999196253027,-0.080826720797195,,,-0.080826720797195,0.10646894987005573,0.10956068339893639
2021-01-10,Russia,Paradip,Capesize,27.61,USD,MT,7922.299574380391,524.91,143576.18,32.59,,,,,43.50142857142857,7.867480385679238,42.815384615384616,8.339956649951903,44.66518518518519,7.606395775605994,-0.15280760969622598,,,-0.15280760969622598,0.1085123790522787,0.10956068339893638
2021-01-10,US,Paradip,Panamax,47.28,USD,MT,6873.868832374908,685.75,106706.56,41.17,40.49,,,,42.04,7.064951049606306,41.85307692307693,7.677279666452378,44.54035714285715,7.493376572701886,0.14840903570561093,,,0.14840903570561093,0.10665470608986784,0.10508659449660424
2021-01-10,US,Paradip,Supramax,49.42,USD,MT,3764.300593328776,450.84,56518.54,50.1,53.68,,,,43.36142857142857,7.646409677252513,43.56461538461538,6.715227242847183,44.88357142857143,7.521019047524578,-0.013572854291417191,,,-0.013572854291417191,0.10525210735045296,0.1033087624346651
2021-01-11,Mozambique,Paradip,Panamax,39.02,USD,MT,4813.777522608397,506.72,105198.45,41.79,40.85,,,,44.208571428571425,6.975909566910556,42.79384615384616,6.248807270807155,45.03964285714285,7.404848002612812,-0.06628379995214162,,,-0.06628379995214162,0.10514520951822517,0.09853977008310623
2021-01-11,Mozambique,Paradip,Panamax,46.05,USD,MT,7994.95902337419,594.45,136663.87,39.02,42.96,36.83,,,43.117142857142866,7.124525046826425,42.52428571428572,6.087791963348538,44.597500000000004,7.3805704010221636,0.18016401845207564,0.25033939723051857,,0.18016401845207564,0.10376884400263342,0.09550508576832761
2021-01-11,Mozambique,Paradip,Supramax,52.85,USD,MT,8026.64538998065,790.62,104756.11,49.81,52.54,,,,44.09571428571428,7.55667002751621,43.138571428571424,6.372218376120445,44.64035714285715,7.408165405992208,0.06103192130094359,,,0.06103192130094359,0.10428222428993314,0.09327144310623706
2021-01-11,US,Paradip,Capesize,33.53,USD,MT,9705.481657932807,676.64,73860.0,26.73,,,,,40.17285714285715,8.51049687990408,42.34571428571429,7.646652072122019,43.71857142857143,7.973033120642179,0.25439580995136546,,,0.25439580995136546,0.1192634992828032,0.11910149026811083
2021-01-11,US,Paradip,Supramax,44.88,USD,MT,6645.009605715228,669.7,111270.66,49.42,46.66,,,,42.57714285714286,8.387661005480439,43.03928571428572,7.827420701301604,43.64964285714285,7.912728836849059,-0.09186564144071219,,,-0.09186564144071219,0.11664304797275885,0.11420414217442015
2021-01-12,Australia,Paradip,Capesize,31.4,USD,MT,5338.103100959342,540.79,84860.35,30.82,,,,,41.098571428571425,9.513711908908858,41.56928571428572,8.0653460646681,42.89857142857143,8.101356408736484,0.01881894873458778,,,0.01881894873458778,0.1165910185979162,0.10997275924378033
2021-01-12,Australia,Paradip,Panamax,45.42,USD,MT,5672.377618932033,671.94,133868.87,39.23,37.42,,,,39.54571428571428,8.64725940619889,41.45357142857143,8.088048739812496,42.52607142857143,8.018311607299012,0.15778740759622756,,,0.15778740759622756,0.11646018588699558,0.10558422313843893
2021-01-12,Australia,Paradip,Panamax,40.02,USD,MT,4684.144924339189,445.34,71246.85,45.42,39.71,,,,40.064285714285724,8.909157942145551,42.13642857142857,7.9823426358459475,42.18035714285714,7.656622155408212,-0.11889035667106995,,,-0.11889035667106995,0.11575447783642391,0.11442141066117197
2021-01-12,Mozambique,Paradip,Supramax,51.01,USD,MT,7425.320496292701,687.31,137709.28,52.85,54.19,,,,42.040000000000006,10.093714215622839,42.57857142857143,8.412044347831875,42.5075,7.91484756878091,-0.03481551561021767,,,-0.03481551561021767,0.10889050368788468,0.11198183960596476
2021-01-12,US,Paradip,Panamax,43.17,USD,MT,7369.194260873954,485.36,120782.49,47.28,43.78,,,,41.67857142857143,9.810442444272372,42.887142857142855,8.505822827805789,42.67206896551724,7.822589258638066,-0.08692893401015223,,,-0.08692893401015223,0.1118264393287968,0.11620393829037078
2021-01-13,Australia,Paradip,Capesize,33.93,USD,MT,7098.240358371717,526.55,89613.03,31.4,30.75,,,,42.34571428571428,8.722980868836935,41.259285714285724,8.355736366100855,42.69448275862069,7.788064396519524,0.08057324840764335,,,0.08057324840764335,0.10975371990856118,0.11174941769010717
2021-01-13,Australia,Paradip,Panamax,41.15,USD,MT,5916.5710771946415,696.89,63464.72,40.02,39.23,,,,41.00285714285714,8.157644092681236,41.790000000000006,7.990736944930487,42.500689655172415,7.782072314453857,0.02823588205897032,,,0.02823588205897032,0.10714907177016922,0.11219153582227678
2021-01-13,Australia,Paradip,Supramax,53.87,USD,MT,3170.887156374394,424.41,97260.31,48.91,49.66,,,,43.58714285714286,7.203766871773201,42.34285714285714,8.20930656546059,42.563793103448276,7.827816432347032,0.10141075444694336,,,0.10141075444694336,0.10532151015159698,0.1084275874828153
2021-01-13,Australia,Paradip,Supramax,50.19,USD,MT,6423.53985561392,536.59,95199.65,53.87,51.4,,,,45.67857142857143,7.826232445162498,42.612142857142864,8.53856336193123,42.91172413793104,8.103201337815957,-0.06831260441804343,,,-0.06831260441804343,0.10607609006682665,0.10854905133294826
2021-01-13,Mozambique,Paradip,Panamax,41.37,USD,MT,9642.828558945674,516.38,116805.98,46.05,41.79,43.69,,,45.76857142857143,7.826385774143399,42.91642857142857,8.582802668613073,42.648620689655175,7.861338364852359,-0.10162866449511399,-0.05310139620050358,,-0.10162866449511399,0.11185427019370642,0.11524262834755455
2021-01-14,Australia,Paradip,Supramax,54.59,USD,MT,5340.221720412664,637.79,124027.86,50.19,48.91,51.4,,,45.38857142857143,7.482262199298251,43.714285714285715,8.710953064774447,43.418965517241375,7.442833727259104,0.08766686590954387,0.06206225680933852,,0.08766686590954387,0.11181513852888399,0.11290656182259755
2021-01-14,Australia,Paradip,Supramax,53.45,USD,MT,3854.1824334763287,620.49,132424.94,54.59,53.87,51.85,,,46.43285714285714,8.259948979434258,44.055714285714295,9.055132598345892,43.5148275862069,7.571557973613045,-0.020882945594431268,0.030858244937319146,,-0.020882945594431268,0.10986228266535492,0.11090266844020527
2021-01-14,Russia,Paradip,Panamax,43.29,USD,MT,5229.957687513201,798.6,50309.02,43.55,47.08,,,,48.16857142857143,5.332224140610949,45.25714285714286,7.5742879112585495,43.516,7.4398714301089734,-0.005970149253731294,,,-0.005970149253731294,0.11570634312951919,0.11949220285700221
2021-01-14,Russia,Paradip,Panamax,47.32,USD,MT,6047.019933910874,424.42,100000.19,43.29,35.86,,,,48.635714285714286,4.591103197645254,44.819285714285705,7.491862728511327,43.58533333333333,7.427321758598261,0.0930930930930931,,,0.0930930930930931,0.11517939530254899,0.1154394715930148
2021-01-14,US,Paradip,Panamax,42.33,USD,MT,4498.140813419403,665.93,105075.04,43.17,41.17,,,,47.815714285714286,5.025955488405013,45.70142857142857,6.357973621479456,43.763333333333335,7.3482023761542905,-0.01945795691452401,,,-0.01945795691452401,0.1142997904413931,0.11493162697588852
2021-01-15,Australia,Paradip,Capesize,31.78,USD,MT,4195.900970687778,520.49,69350.46,33.93,30.82,,,,44.96714285714285,6.466832594827526,45.32285714285714,6.907022545175342,43.57066666666667,7.531628909006905,-0.0633657530209254,,,-0.0633657530209254,0.11473328243676426,0.11209537441826818
2021-01-15,Australia,Paradip,Panamax,40.44,USD,MT,4375.643202865038,683.22,71746.12,41.15,45.42,38.74,,,44.26714285714286,6.594031933715292,45.017857142857146,6.9961057063873096,43.229,7.395470818054094,-0.017253948967193233,0.04388229220443973,,-0.017253948967193233,0.11466492782286306,0.10811671505638312
2021-01-15,Mozambique,Paradip,Capesize,32.95,USD,MT,5492.360027615075,547.74,110161.98,27.68,,,,,41.051428571428566,8.451379430939907,43.220000000000006,7.99181408115156,42.79,7.9142534010828705,0.19039017341040476,,,0.19039017341040476,0.11675857725683286,0.10811671505638312
2021-01-15,Mozambique,Paradip,Capesize,30.45,USD,MT,6450.070805615162,446.04,133839.47,32.95,,,,,37.96,6.376997726203123,42.19642857142857,8.341830279835623,42.693000000000005,8.019255339923815,-0.0758725341426405,,,-0.0758725341426405,0.11244238359978442,0.11346874316801639
2021-01-15,Russia,Paradip,Supramax,55.22,USD,MT,7106.14541774312,625.35,136736.03,51.0,,,,,39.02428571428571,7.9042306333229995,43.59642857142857,8.029367833285372,42.83766666666667,8.131646430961013,0.0827450980392157,,,0.0827450980392157,0.11083226769245895,0.11346874316801639
2021-01-16,Indonesia,Paradip,Panamax,40.55,USD,MT,7174.159714299065,531.64,72300.86,40.81,,,,,38.67,7.734931587717274,43.652857142857144,8.005039209601211,42.766,8.140001101414823,-0.006370987503063086,,,-0.006370987503063086,0.11284568447410079,0.11346874316801639
2021-01-16,Indonesia,Paradip,Panamax,47.45,USD,MT,6915.906020500212,595.96,119338.14,40.55,,,,,38.29571428571428,7.541869478988286,43.05571428571428,7.893748952650609,42.31133333333333,7.85587885877056,0.1701602959309496,,,0.1701602959309496,0.11292312962819946,0.10928345007792095
2021-01-16,Indonesia,Paradip,Supramax,49.15,USD,MT,6923.2655368025735,525.73,61941.61,59.08,45.64,,,,41.88857142857143,10.51859849436768,43.42785714285714,8.53921558149534,43.19433333333333,8.206438466158788,-0.1680771834800271,,,-0.1680771834800271,0.11322187068007437,0.10920726246718179
2021-01-16,Russia,Paradip,Capesize,31.5,USD,MT,8840.312281053828,748.92,132443.71,27.61,,,,,39.95428571428572,11.839111533589067,42.11071428571429,9.474571201407983,42.742333333333335,8.681466062164029,0.14089098152843182,,,0.14089098152843182,0.1171613934557581,0.11742732660564381
2021-01-16,Russia,Paradip,Supramax,52.19,USD,MT,4520.072543597447,550.14,112584.03,55.22,,,,,43.888571428571424,11.6549065898894,42.46999999999999,9.890744702459509,42.913000000000004,8.879171346083119,-0.054871423397319874,,,-0.054871423397319874,0.11733714659417752,0.1138901375997842
2021-01-17,Australia,Paradip,Capesize,26.44,USD,MT,4983.197597855419,766.44,57382.38,31.78,31.4,,,,43.721428571428575,11.844764565792238,40.840714285714284,9.615558277552639,42.57933333333334,9.10796049441455,-0.16803020767778476,,,-0.16803020767778476,0.11808839936762594,0.11220599556056442
2021-01-17,Indonesia,Paradip,Supramax,50.44,USD,MT,6865.819002516371,515.01,110971.28,49.15,51.81,49.78,,,43.457142857142856,11.674713007587105,41.24071428571428,9.850538809383215,42.917,9.159087497840792,0.02624618514750754,0.013258336681398086,,0.02624618514750754,0.12241730604042357,0.11942220150493818
2021-01-17,Mozambique,Paradip,Capesize,32.56,USD,MT,3848.466706682068,779.13,78174.37,30.45,27.68,,,,41.97714285714285,12.679636843229787,40.323571428571434,10.235287081872775,42.27166666666666,9.33697990134717,0.06929392446633842,,,0.06929392446633842,0.12227349547776323,0.11694714464332522
2021-01-17,Mozambique,Paradip,Capesize,32.84,USD,MT,5916.488215222304,717.88,94122.87,32.56,32.95,,,,40.83571428571428,13.179308096586926,39.565714285714286,10.399794165334175,42.466,9.058881562997382,0.008599508599508532,,,0.008599508599508532,0.10603738345576248,0.11398959361427125
2021-01-17,Russia,Paradip,Panamax,44.24,USD,MT,7350.433975060917,700.55,115546.99,47.32,43.55,,,,39.15571428571428,11.042344040318692,40.52214285714286,10.45718536816556,42.396,9.011282047407635,-0.0650887573964497,,,-0.0650887573964497,0.10643402787502142,0.11214439698781502
2021-01-18,Mozambique,Paradip,Panamax,42.58,USD,MT,3099.90487314857,759.13,80849.39,41.37,39.02,41.21,,,41.12142857142857,9.799247298596327,40.53785714285714,10.458366675369705,42.74766666666666,8.745899012693318,0.029248247522359216,0.03324435816549376,,0.029248247522359216,0.10936797341326536,0.1120936627526179
2021-01-18,Mozambique,Paradip,Supramax,51.52,USD,MT,7455.942941782752,718.34,61664.53,51.01,49.81,51.98,,,40.519999999999996,8.875374170516219,42.20428571428572,10.104721451103716,43.140333333333324,8.84638694349411,0.009998039600078501,-0.008849557522123797,,0.009998039600078501,0.10977203194863581,0.108408356839691
2021-01-18,Russia,Paradip,Panamax,37.51,USD,MT,6133.1442219772525,479.6,86678.97,44.24,43.29,,,,42.3,8.04058041022743,43.01071428571429,9.75376807999051,43.101,8.838521233000856,-0.15212477396021706,,,-0.15212477396021706,0.10790521532063455,0.10585327805411106
2021-01-18,Russia,Paradip,Supramax,50.45,USD,MT,3556.507994747184,468.64,72183.91,52.19,51.0,,,,42.73428571428571,8.538881380959392,43.09571428571429,9.83360542244784,43.07899999999999,8.814206146897181,-0.03333972025292187,,,-0.03333972025292187,0.10845298490330041,0.10285844450681857
2021-01-18,US,Paradip,Panamax,42.09,USD,MT,4477.3255519368,766.1,107642.16,42.33,47.28,,,,44.43142857142857,6.6654918012387245,43.20428571428572,9.814801000596939,42.913999999999994,8.779114164723081,-0.005669737774627759,,,-0.005669737774627759,0.1052285782598577,0.09917170786491133
2021-01-19,Australia,Paradip,Capesize,33.97,USD,MT,8989.599163501614,798.98,136681.61,26.44,33.93,,,,43.557142857142864,8.602158090242444,42.19642857142857,10.784851632047365,42.748666666666665,9.046075442949848,0.28479576399394846,,,0.28479576399394846,0.11050225482592589,0.10429452031509494
2021-01-19,Indonesia,Paradip,Capesize,31.24,USD,MT,6105.102139071663,774.6,125788.91,29.43,29.95,,,,41.00142857142857,9.86304623087516,40.07857142857143,10.104079798350197,42.39566666666667,9.357489968241868,0.06150186884131825,,,0.06150186884131825,0.10831546133621402,0.1025041984113277
2021-01-19,Indonesia,Paradip,Capesize,29.11,USD,MT,9374.060371205836,675.76,54259.15,31.24,27.85,,,,39.55428571428571,10.521154653273328,40.337857142857146,9.801551822638501,41.806666666666665,9.488506053454193,-0.06818181818181812,,,-0.06818181818181812,0.10819434694690369,0.10079149104513481
2021-01-19,Mozambique,Paradip,Panamax,48.15,USD,MT,8353.205584728072,402.52,56273.17,42.58,46.05,40.85,,,38.35,9.415745677675584,39.435,8.862420011573501,41.43033333333333,9.213456980972452,0.13081258806951612,0.17870257037943693,,0.13081258806951612,0.10677412207576839,0.09772176578844759
2021-01-19,US,Paradip,Supramax,51.84,USD,MT,8481.582187470314,681.86,98329.46,44.88,50.1,,,,38.44142857142857,9.48532099012543,40.37071428571429,8.681738096350658,41.391333333333336,9.195687045016548,0.15508021390374327,,,0.15508021390374327,0.10276013260267206,0.09683112645944959
2021-01-20,Australia,Paradip,Capesize,30.37,USD,MT,4851.501051644731,445.37,86319.5,33.97,31.78,30.75,,,35.83857142857143,7.341370055086047,39.28642857142857,8.445651231567329,40.85066666666667,9.137171498254036,-0.10597586105387102,-0.012357723577235746,,-0.10597586105387102,0.11554869416932657,0.12082171060286218
2021-01-20,Indonesia,Paradip,Supramax,56.99,USD,MT,8765.087003368946,579.74,139124.34,50.44,59.08,47.16,,,36.99714285714286,8.991119163347998,40.714285714285715,8.526222641209442,40.712333333333326,8.951519109504055,0.12985725614591592,0.2084393553859205,,0.12985725614591592,0.11460236925607442,0.11669146927241938
2021-01-20,Indonesia,Paradip,Supramax,51.62,USD,MT,7542.527267325007,413.08,94166.71,56.99,49.15,55.1,,,41.36142857142857,10.327741651447687,42.45928571428572,9.20213308405737,41.160333333333334,9.422369012944255,-0.09422705737848758,-0.06315789473684219,,-0.09422705737848758,0.1098481596459427,0.11680136467239277
2021-01-20,Mozambique,Paradip,Capesize,31.78,USD,MT,3635.641926173911,450.43,64690.5,32.84,30.45,,,,41.848571428571425,9.734544037552421,41.425000000000004,9.424836052440622,40.812000000000005,9.533430254310002,-0.03227771010962244,,,-0.03227771010962244,0.10981987749466209,0.11277529730538291
2021-01-20,Mozambique,Paradip,Supramax,53.72,USD,MT,6368.21669485944,549.53,106351.75,51.52,52.85,48.61,,,44.74571428571428,9.044416062121512,42.15,9.803081148292097,41.090333333333334,9.72462125256029,0.04270186335403725,0.10512240279777818,,0.04270186335403725,0.10819927218139933,0.10889401175877836
